IMSI,Source,DP Name,CustomerReference,CustomerName,EndCustomerReference,EndCustomerName,MbpsRate,IMEI,SiteTypeFlag,Site Type,SiteType-SubCategory,PricingPlanName,Downlink,Uplink,GeoLocation,SiteReference,SiteName,CustomerActiveStatus,SiteAddress,MRC,MaximumServiceDuration,ActualActivationDate,TimeLapse,CoS,TotalBandwidth,AFDown,AFUp,EFDown,EFUp,BEDown,BEUp,Mar Total Usage,Down,Up
901600000001316,AccountHub,Marlink AS,ACC-DP-0000022,Marlink AS,DP-EC-0000225,Marlink AS,700,351554110002467,External,DP Demo UT Plan,DP Demo UT Plan,MARLINKTEST Entry 75/15/500B,75,15,"58.538309, 6.467338",OAL-000162,Eik Teleport,InActive,"Kjoermovein 180, Hovsherad, 4462, NO",,,2022-Mar-04,101,Bronze,90,0,0,0,0,0,0,0,75,15
901600000001289,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000112,Galaxy Broadband Communications Inc,DP-EC-0000047,Galaxy Broadband,270,351554110000974,External,Trial UT Plan,Trial UT Plan,Trial GBA-ENT 50/10US (Unlimited Silver),50,10,"53.51357, -113.43428",OAL-000066,Galaxy Edmonton,InActive,"7668 46st NW, Edmonton, T6B 2J7 AB, CA",5400.00,30,2021-Dec-23,172,Silver,60,7.5,1.5,3.0,3.0,5.0,1.0,1,50,10
901600000000138,AccountHub,British Telecommunications pLc,ACC-DP-0000546,OneWeb UT,DP-EC-0000231,BT EE,243,351554110002327,External,Trial UT Plan,Trial UT Plan,Trial Entry 75/15/500B,75,15,"51.543333, -2.571667",OAL-000154,Bristol Parkgate Building,InActive,"2000 Park Avenue, Aztec West, Almondsbury, Almondsbury, BS32 4TE, GB",,,2022-Feb-25,108,Bronze,90,0,0,0,0,0,0,1,75,15
901600000001287,AccountHub,ISM Information Systems Management Canada Corp,ACC-DP-0000546,OneWeb UT,DP-EC-0000252,Kyndryl - AR Test 2,270,351554110002244,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"50.41, -104.59",OAL-000165,Regina AR Test 2,InActive,"ISM/Kyndryl Headquarters, Regina, S4S 7H1, CA",5400.00,,2022-Mar-08,97,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,0,75,15
901600000001181,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000546,OneWeb UT,DP-EC-0000254,Galaxy - Pipestone 2,270,351554110003291,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"52.30872, -90.57527",OAL-000167,Pipestone mine site 2,InActive,"Pipestone mine site, , , CA",5400.00,30,2022-Mar-04,101,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,0,75,15
901600000001314,PerformanceHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000021,OWT-DP1,400,,External,Trial UT Plan,Trial UT Plan,IP Access 50/10,,,NotAvailable,,HNS-MD,InActive,,,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12,,
901600000001118,AccountHub,Shared Services Canada,ACC-DP-0000546,OneWeb UT,DP-EC-0000280,Shared Services Canada - RCMP,404,351554110002889,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 50/10/UG,50,10,"45.457377, -75.56192",OAL-000187,Technical Operations,InActive,"1426 St. Joseph Blvd, Ottawa, K1C 7K9, CA",,,2022-Mar-16,89,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,0,50,10
901600000001050,AccountHub,OneWeb,ACC-DP-0000549,OneWeb UT - Hughes,DP-EC-0000046,OneWeb,270,351554110004133,Internal,Internal,Internal,Classic 50/10/UG,50,10,"37.913334, 13.36133",OAL-000142,Palermo,InActive,"Telespazio, SP5, Piana degli Albanesi PA, 90037 Palermo, IT",,,2022-Feb-23,110,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,225,50,10
901600000000272,AccountHub,OneWeb,ACC-DP-0000548,OneWeb Golden UT,DP-EC-0000044,One Web,0,351554110000198,Internal,Internal,OW Reference UT Plan,Classic 30/6/UG,30,6,"38.8692, -9.2817517",OAL-000124,Sintra,InActive,"Centro Operacional de Satélites do Continente – PT ComunicaçõesRua Rádio Marconi, , 2715-343 Almargem do Bispo, Pêro Pinheiro e Montelavar, PT",,,2022-Mar-16,89,Gold,36,6.0,1.2,2.7,2.7,6.0,1.2,131,30,6
901600000000055,AccountHub,ISM Information Systems Management Canada Corp,ACC-DP-0000546,OneWeb UT,DP-EC-0000125,Kyndryl training & demo system,270,351554110001683,External,DP Demo UT Plan,DP Demo UT Plan,Classic 75/15/UG,75,15,"50.41499, -104.59113",OAL-000109,Kyndryl Regina site,InActive,"ISM CanadaOne Research Dr, Regina, S4S 7H1, CA",5400.00,,2022-Jan-24,140,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,0,75,15
901600000000086,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000075,OWT Beta Test Terminal,400,351554110000891,External,Trial UT Plan,Trial UT Plan,Trial IPC 75/15/UPD,75,15,"38.72, 77.15",OAL-000090,Ft Belvoir Beta,InActive,"Ft Belvoir, , , US",,,2021-Dec-21,174,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,4,75,15
901600000001203,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000546,OneWeb UT,DP-EC-0000253,Galaxy - Pipestone 1,270,351554110003135,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"52.30872, -90.57527",OAL-000166,Pipestone mine site,InActive,"Pipestone mine site, , , CA",5400.00,30,2022-Mar-04,101,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,0,75,15
901600000000117,AccountHub,OneWeb,ACC-DP-0000595,OneWeb UT - Intellian,DP-EC-0000271,OneWeb,0,351554110001808,Internal,Internal,Internal,Classic 50/10/UG,50,10,"51.953279, 4.448593",OAL-000182,Rotterdam,InActive,"Tempelhof 12, Rotterdam, 3045PV, NL",,,2022-Mar-15,90,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,0,50,10
901600000000062,PerformanceHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,Not Available,Not Available,360,,External,Trial UT Plan,Trial UT Plan,Not Available,,,NotAvailable,,AVCP - Bethel,InActive,,12000.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,394,,
901600000000064,PerformanceHub,Catapult,Not Available,Not Available,Not Available,Catapult,270,,External,Trial UT Plan,Trial UT Plan,Not Available,,,NotAvailable,,Catapult_OS,InActive,,,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000001400,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000163,20124467-2,400,351554110001428,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 50/10/UG,50,10,"39.59, -77.75",OAL-000130,Hagerstown-2,InActive,"17625 Technology Blvd, Hagerstown, 21740, ",,,2022-Feb-07,126,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,4,50,10
901600000001307,PerformanceHub,OneWeb,Not Available,Not Available,Not Available,Not Available,270,,Internal,Internal,Internal,Not Available,,,NotAvailable,,GERUS2,InActive,,,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000001341,PerformanceHub,Catapult,Not Available,Not Available,Not Available,Catapult,270,,External,Trial UT Plan,Trial UT Plan,Not Available,,,NotAvailable,,Catapult_Chilbolton,InActive,,,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000001344,PerformanceHub,Pacific Dataport Inc,ACC-DP-0000341,Pacific Dataport Inc,DP-EC-0000014,PDI EC Test,360,,External,Trial UT Plan,Trial UT Plan,IP Access 50/10,,,NotAvailable,,BETUS1,InActive,,3429.00,60,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000000312,AccountHub,OneWeb,ACC-DP-0000548,OneWeb Golden UT,DP-EC-0000044,One Web,360,351554110000255,Internal,Internal,Internal,Classic 30/6/UG,30,6,"34.401512, -119.07386",OAL-000226,Santa Paula,InActive,,,,2022-Apr-13,61,Gold,36,6.0,1.2,2.7,2.7,6.0,1.2,140,30,6
901600000000209,PerformanceHub,Pacific Dataport Inc,ACC-DP-0000341,Pacific Dataport Inc,DP-EC-0000014,PDI EC Test,360,,External,Trial UT Plan,Trial UT Plan,IP Access 50/10,,,NotAvailable,,FBXUS1,InActive,,3429.00,60,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990050,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000001291,PerformanceHub,Pacific Dataport Inc,ACC-DP-0000341,Pacific Dataport Inc,Not Available,Not Available,360,,External,Trial UT Plan,Trial UT Plan,Not Available,,,NotAvailable,,FBXUS2,InActive,,8850.00,60,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000001368,PerformanceHub,Pacific Dataport Inc,ACC-DP-0000341,Pacific Dataport Inc,DP-EC-0000014,PDI EC Test,360,,External,Trial UT Plan,Trial UT Plan,IP Access 50/10,,,NotAvailable,,NOMUS1,InActive,,3429.00,60,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000000156,AccountHub,OneWeb,ACC-DP-0000595,OneWeb UT - Intellian,DP-EC-0000271,OneWeb,0,351554110000685,Internal,Internal,Internal,Classic 50/10/UG,50,10,"33.649938, -117.714755",OAL-000183,Irvine,InActive,"11 Studebaker, Irvine, CA 92618, US",,,2022-Mar-15,90,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,0,50,10
901600000001395,PerformanceHub,Pacific Dataport Inc,ACC-DP-0000341,Pacific Dataport Inc,DP-EC-0000014,PDI EC Test,360,,External,Trial UT Plan,Trial UT Plan,IP Access 50/10,,,NotAvailable,,NOMUS2,InActive,,3429.00,60,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000000799,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000546,OneWeb UT,DP-EC-0000257,Galaxy - AE Meliadine UT 1 (VV Testing),270,351554110005882,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"63.04294444, -92.22033333",OAL-000171,Galaxy - AE Meliadine Mine Site,InActive,", , , CA",36000.00,30,2022-Mar-08,97,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,0,75,15
901600000001384,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000021,OWT-DP1,400,351554110000578,External,Trial UT Plan,Trial UT Plan,Trial IPC 75/15/UPD,75,15,"64.84041, -147.70238",OAL-000092,OWT DP1-AK3,InActive,"Fairbanks, AK, , , US",,,2022-Jan-11,153,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,0,75,15
901600000000368,AccountHub,OneWeb,ACC-DP-0000595,OneWeb UT - Intellian,DP-EC-0000271,OneWeb,0,351554110000230,Internal,Internal,Internal,Classic 50/10/UG,50,10,"39.02862, -77.135147",OAL-000181,Bethesda,InActive,"6700 Rockledge Dr, Bethesda, 20817, US",,,2022-Mar-16,89,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,0,50,10
901600000000177,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000021,OWT-DP1,400,351554110000735,External,Trial UT Plan,Trial UT Plan,Trial IPC 75/15/UPD,75,15,"64.84041, -147.70238",OAL-000091,OWT DP1-AK2,InActive,"Fairbanks, AK, , , US",,,2022-Jan-11,153,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,0,75,15
901600000001350,PerformanceHub,OneWeb,ACC-DP-0000549,OneWeb UT - Hughes,Not Available,Not Available,270,,Internal,Internal,Internal,Not Available,,,NotAvailable,,GERUS1,InActive,,,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000001334,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000069,Customer 38,400,351554110000560,External,Trial UT Plan,Trial UT Plan,Trial IPC 75/15/UPD,75,15,"38.526, -77.444",OAL-000089,38 Special,InActive,", Quantico, VA, , US",,,2021-Dec-15,180,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,0,75,15
901600000001252,PerformanceHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,Not Available,Not Available,360,,External,Trial UT Plan,Decommissioned,Not Available,,,NotAvailable,,City of Bethel Old,InActive,,5900.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000001315,PerformanceHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,Not Available,Not Available,360,,External,Trial UT Plan,Decommissioned,Not Available,,,NotAvailable,,King Salmon - Decomm,InActive,,2950.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000000205,Not Available,OneWeb,Not Available,Not Available,Not Available,OneWeb UT Hughes,270,,Internal,Internal,Internal,Not Available,,,NotAvailable,,Not Available,InActive,,,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8,,
901600000001394,PerformanceHub,OneWeb,Not Available,Not Available,Not Available,Not Available,270,,Internal,Internal,Decommissioned,Not Available,,,NotAvailable,,Old ANCUS1 Removed,InActive,,,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000000234,PerformanceHub,OneWeb,ACC-DP-0000548,OneWeb Golden UT,DP-EC-0000044,One Web,0,,Internal,Internal,Decommissioned,REFERENCE-UT-PRD,,,NotAvailable,,TKAUS2-OLD,InActive,,,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000001165,AccountHub,Northwestel,ACC-DP-0000546,OneWeb UT,DP-EC-0000184,NorthwesTel - Yellowknife 1,270,351554110002731,External,Trial UT Plan,Trial UT Plan,Classic 75/15/UG,75,15,"62.4561830404678, -114.409941942603",OAL-000134,Yellowknife 1,InActive,"Temporary site to test UT before moving to mine site, , , CA",5400.00,,2022-Feb-10,123,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,0,75,15
901600000001249,AccountHub,Northwestel,ACC-DP-0000546,OneWeb UT,DP-EC-0000185,NorthwesTel - Yellowknife 2,270,351554110002798,External,Trial UT Plan,Trial UT Plan,Classic 75/15/UG,75,15,"62.4561830404678, -114.409941942603",OAL-000135,Yellowknife 2,InActive,"Temporary site to test UT before moving to mine site, , , CA",5400.00,,2022-Feb-10,123,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,0,75,15
901600000001039,AccountHub,Northwestel,ACC-DP-0000546,OneWeb UT,DP-EC-0000126,NorthwesTel training & demo system,270,351554110002848,External,Trial UT Plan,Trial UT Plan,Classic 75/15/UG,75,15,"60.729486, -135.086447",OAL-000112,NorthwesTel Whitehorse site UT#2,InActive,"183 Range Road, Whitehorse, Yukon, Y1A 3E5, CA",5400.00,,2022-Jan-24,140,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,0,75,15
901600000000204,AccountHub,OneWeb,ACC-DP-0000549,OneWeb UT - Hughes,DP-EC-0000046,OneWeb,270,351554110000123,Internal,Internal,Internal,Classic 50/10/UG,50,10,"60.143757, 10.807188",OAL-000155,Oslo,InActive,"Myraveien 1, Hakadal, 1488, NO",,,2022-Feb-24,109,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,0,50,10
901600000000352,AccountHub,OneWeb,ACC-DP-0000595,OneWeb UT - Intellian,DP-EC-0000271,OneWeb,0,351554110000222,Internal,Internal,Internal,Classic 50/10/UG,50,10,"39.02862, -77.135147",OAL-000180,Bethesda,InActive,"6700 Rockledge Dr, Bethesda, 20817, US",,,2022-Mar-16,89,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,0,50,10
901600000001390,PerformanceHub,Pacific Dataport Inc,ACC-DP-0000341,Pacific Dataport Inc,DP-EC-0000014,PDI EC Test,360,,External,Trial UT Plan,Decommissioned,IP Access 50/10,,,NotAvailable,,Old FBXUS2 Decomm,InActive,,3429.00,60,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000001393,PerformanceHub,Pacific Dataport Inc,ACC-DP-0000341,Pacific Dataport Inc,DP-EC-0000014,PDI EC Test,360,,External,Trial UT Plan,Decommissioned,IP Access 50/10,,,NotAvailable,,Old DUTUS1 Removed,InActive,,3429.00,60,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"1,177",,
901600000000071,PerformanceHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,Not Available,Not Available,400,,External,Trial UT Plan,Trial UT Plan,Not Available,,,NotAvailable,,DP1 - Dulles -Deccom,InActive,,,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,,
901600000000124,PerformanceHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,Not Available,Not Available,400,,External,Trial UT Plan,Decommissioned,Not Available,,,NotAvailable,,Decom-OWT Germany PZ,InActive,,,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000000053,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000065,OWT,400,351554110001287,External,Trial UT Plan,Trial UT Plan,Trial IPC 75/15/UPD,75,15,"39.5992, -77.7592",OAL-000078,"Hagerstown, MD",InActive,"Intelsat Mountainside Teleport17625 Technology Blvd, Hagerstown, MD 21740, US",,,2021-Dec-17,178,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,0,75,15
901600000000171,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000021,OWT-DP1,400,351554110000826,External,Trial UT Plan,Trial UT Plan,Trial IPC 75/15/UPD,75,15,"64.84041, -147.70238",OAL-000079,OWT DP1-AK1,InActive,", Fairbanks, AK, , US",,,2022-Jan-11,153,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,0,75,15
901600000001294,PerformanceHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000021,OWT-DP1,400,,External,Trial UT Plan,Decommissioned,IP Access 50/10,,,NotAvailable,,HNS-T1- OLD Decomm,InActive,,,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,284,,
78900348889-tes,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13,,
806674348889-te,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13,,
88134348889-tes,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990000,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990001,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990002,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990003,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990004,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990005,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990006,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990007,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990008,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990009,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990010,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990011,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990012,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990013,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990014,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990015,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990016,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990017,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990018,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990019,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
